entry!census!person
365!1871 UK Census!I143
366!1871 UK Census!I62
367!1871 UK Census!I11
368!1871 UK Census!I149
369!1871 UK Census!I104
370!1871 UK Census!I90
371!1871 UK Census!I747
372!1871 UK Census!I123
373!1871 UK Census!I22
374!1871 UK Census!I99
375!1871 UK Census!I168
376!1871 UK Census!I139
377!1871 UK Census!I31
378!1871 UK Census!I1144
379!1871 UK Census!I87
380!1871 UK Census!I115
381!1871 UK Census!I349
382!1871 UK Census!I1141
383!1871 UK Census!I89
384!1871 UK Census!I520
385!1871 UK Census!I98
386!1871 UK Census!I73
387!1871 UK Census!I213
388!1871 UK Census!I36
389!1871 UK Census!I79
390!1871 UK Census!I48
391!1871 UK Census!I246
392!1871 UK Census!I462
393!1871 UK Census!I82
394!1871 UK Census!I166
395!1871 UK Census!I30
396!1871 UK Census!I183
397!1871 UK Census!I470
398!1871 UK Census!I463
399!1871 UK Census!I159
400!1871 UK Census!I371
401!1871 UK Census!I231
402!1871 UK Census!I353
403!1871 UK Census!I88
404!1871 UK Census!I86
405!1871 UK Census!I37
406!1871 UK Census!I883
407!1871 UK Census!I402
408!1871 UK Census!I606
409!1871 UK Census!I746
410!1871 UK Census!I105
411!1871 UK Census!I482
412!1871 UK Census!I473
413!1871 UK Census!I456
414!1881 Canadian Census!I1195
415!1881 Canadian Census!I1189
416!1881 Canadian Census!I1205
417!1881 Canadian Census!I1199
418!1881 Canadian Census!I1212
419!1881 Canadian Census!I1185
420!1881 Canadian Census!I1196
421!1881 Canadian Census!I1188
422!1881 Canadian Census!I1198
423!1881 Canadian Census!I1191
424!1881 Canadian Census!I1190
425!1881 Canadian Census!I1213
426!1881 Canadian Census!I1194
427!1881 Canadian Census!I1183
428!1881 Canadian Census!I1197
429!1881 Canadian Census!I1203
430!1881 Canadian Census!I1186
431!1881 UK Census!I116
432!1881 UK Census!I51
433!1881 UK Census!I315
434!1881 UK Census!I39
435!1881 UK Census!I345
436!1881 UK Census!I50
437!1881 UK Census!I339
438!1881 UK Census!I877
439!1881 UK Census!I863
440!1881 UK Census!I878
441!1881 UK Census!I154
442!1881 UK Census!I1791
443!1881 UK Census!I202
444!1881 UK Census!I162
445!1881 UK Census!I245
446!1881 UK Census!I333
447!1881 UK Census!I38
448!1881 UK Census!I95
449!1881 UK Census!I85
450!1881 UK Census!I344
451!1881 UK Census!I1790
452!1881 UK Census!I84
453!1881 UK Census!I382
454!1881 UK Census!I81
455!1881 UK Census!I169
456!1881 UK Census!I76
457!1881 UK Census!I1674
458!1881 UK Census!I241
459!1881 UK Census!I208
460!1881 UK Census!I43
461!1881 UK Census!I158
462!1881 UK Census!I459
463!1881 UK Census!I1661
464!1881 UK Census!I174
465!1881 UK Census!I342
466!1881 UK Census!I21
467!1881 UK Census!I796
468!1881 UK Census!I72
469!1881 UK Census!I58
470!1881 UK Census!I331
471!1881 UK Census!I328
472!1881 UK Census!I77
473!1881 UK Census!I59
474!1881 UK Census!I443
475!1881 UK Census!I427
476!1881 UK Census!I426
477!1881 UK Census!I355
478!1881 UK Census!I220
479!1881 UK Census!I102
480!1881 UK Census!I329
481!1881 UK Census!I604
482!1881 UK Census!I424
483!1881 UK Census!I1143
484!1881 UK Census!I464
485!1881 UK Census!I204
486!1881 UK Census!I1789
487!1881 UK Census!I445
488!1881 UK Census!I1788
489!1881 UK Census!I468
490!1881 UK Census!I49
491!1881 UK Census!I242
492!1881 UK Census!I62
493!1881 UK Census!I11
494!1881 UK Census!I1320
495!1881 UK Census!I149
496!1881 UK Census!I90
497!1881 UK Census!I747
498!1881 UK Census!I123
499!1881 UK Census!I22
500!1881 UK Census!I139
501!1881 UK Census!I31
502!1881 UK Census!I74
503!1881 UK Census!I54
504!1881 UK Census!I354
505!1881 UK Census!I566
506!1881 UK Census!I1144
507!1881 UK Census!I115
508!1881 UK Census!I349
509!1881 UK Census!I1141
510!1881 UK Census!I89
511!1881 UK Census!I60
512!1881 UK Census!I1165
513!1881 UK Census!I1154
514!1881 UK Census!I520
515!1881 UK Census!I1348
516!1881 UK Census!I73
517!1881 UK Census!I213
518!1881 UK Census!I347
519!1881 UK Census!I36
520!1881 UK Census!I79
521!1881 UK Census!I48
522!1881 UK Census!I246
523!1881 UK Census!I462
524!1881 UK Census!I166
525!1881 UK Census!I30
526!1881 UK Census!I183
527!1881 UK Census!I463
528!1881 UK Census!I159
529!1881 UK Census!I371
530!1881 UK Census!I177
531!1881 UK Census!I353
532!1881 UK Census!I86
533!1881 UK Census!I37
534!1881 UK Census!I152
535!1881 UK Census!I883
536!1881 UK Census!I606
537!1881 UK Census!I348
538!1881 UK Census!I746
539!1881 UK Census!I473
540!1881 UK Census!I456
541!1891 Canadian Census!I1195
542!1891 Canadian Census!I1189
543!1891 Canadian Census!I1222
544!1891 Canadian Census!I1205
545!1891 Canadian Census!I1235
546!1891 Canadian Census!I1199
547!1891 Canadian Census!I1212
548!1891 Canadian Census!I1185
549!1891 Canadian Census!I1200
550!1891 Canadian Census!I1215
551!1891 Canadian Census!I1210
552!1891 Canadian Census!I1188
553!1891 Canadian Census!I1218
554!1891 Canadian Census!I1201
555!1891 Canadian Census!I1266
556!1891 Canadian Census!I1216
557!1891 Canadian Census!I1209
558!1891 Canadian Census!I1214
559!1891 Canadian Census!I1262
560!1891 Canadian Census!I1190
561!1891 Canadian Census!I1213
562!1891 Canadian Census!I1204
563!1891 Canadian Census!I1194
564!1891 Canadian Census!I1183
565!1891 Canadian Census!I1217
566!1891 Canadian Census!I1202
567!1891 Canadian Census!I1211
568!1891 Canadian Census!I1203
569!1891 Canadian Census!I1186
570!1891 UK Census!I116
571!1891 UK Census!I1596
572!1891 UK Census!I1779
573!1891 UK Census!I39
574!1891 UK Census!I1600
575!1891 UK Census!I356
576!1891 UK Census!I345
577!1891 UK Census!I65
578!1891 UK Census!I1604
579!1891 UK Census!I50
580!1891 UK Census!I339
581!1891 UK Census!I878
582!1891 UK Census!I330
583!1891 UK Census!I1593
584!1891 UK Census!I1610
585!1891 UK Census!I202
586!1891 UK Census!I333
587!1891 UK Census!I38
588!1891 UK Census!I95
589!1891 UK Census!I344
590!1891 UK Census!I12
591!1891 UK Census!I161
592!1891 UK Census!I84
593!1891 UK Census!I327
594!1891 UK Census!I1253
595!1891 UK Census!I1252
596!1891 UK Census!I134
597!1891 UK Census!I144
598!1891 UK Census!I382
599!1891 UK Census!I160
600!1891 UK Census!I1495
601!1891 UK Census!I81
602!1891 UK Census!I169
603!1891 UK Census!I76
604!1891 UK Census!I1674
605!1891 UK Census!I111
606!1891 UK Census!I241
607!1891 UK Census!I1606
608!1891 UK Census!I425
609!1891 UK Census!I43
610!1891 UK Census!I158
611!1891 UK Census!I1782
612!1891 UK Census!I1597
613!1891 UK Census!I1605
614!1891 UK Census!I1780
615!1891 UK Census!I18
616!1891 UK Census!I174
617!1891 UK Census!I342
618!1891 UK Census!I796
619!1891 UK Census!I1598
620!1891 UK Census!I1599
621!1891 UK Census!I433
622!1891 UK Census!I72
623!1891 UK Census!I58
624!1891 UK Census!I311
625!1891 UK Census!I357
626!1891 UK Census!I1482
627!1891 UK Census!I331
628!1891 UK Census!I1594
629!1891 UK Census!I1481
630!1891 UK Census!I443
631!1891 UK Census!I135
632!1891 UK Census!I427
633!1891 UK Census!I426
634!1891 UK Census!I372
635!1891 UK Census!I1442
636!1891 UK Census!I41
637!1891 UK Census!I52
638!1891 UK Census!I355
639!1891 UK Census!I102
640!1891 UK Census!I329
641!1891 UK Census!I604
642!1891 UK Census!I424
643!1891 UK Census!I1143
644!1891 UK Census!I204
645!1891 UK Census!I7
646!1891 UK Census!I19
647!1891 UK Census!I445
648!1891 UK Census!I44
649!1891 UK Census!I468
650!1891 UK Census!I49
651!1891 UK Census!I1562
652!1891 UK Census!I242
653!1891 UK Census!I143
654!1891 UK Census!I62
655!1891 UK Census!I11
656!1891 UK Census!I1499
657!1891 UK Census!I104
658!1891 UK Census!I90
659!1891 UK Census!I747
660!1891 UK Census!I123
661!1891 UK Census!I22
662!1891 UK Census!I1595
663!1891 UK Census!I1607
664!1891 UK Census!I133
665!1891 UK Census!I139
666!1891 UK Census!I31
667!1891 UK Census!I381
668!1891 UK Census!I74
669!1891 UK Census!I54
670!1891 UK Census!I1609
671!1891 UK Census!I55
672!1891 UK Census!I354
673!1891 UK Census!I1084
674!1891 UK Census!I566
675!1891 UK Census!I1781
676!1891 UK Census!I1144
677!1891 UK Census!I1561
678!1891 UK Census!I115
679!1891 UK Census!I349
680!1891 UK Census!I1141
681!1891 UK Census!I89
682!1891 UK Census!I520
683!1891 UK Census!I1255
684!1891 UK Census!I5
685!1891 UK Census!I1601
686!1891 UK Census!I1348
687!1891 UK Census!I1778
688!1891 UK Census!I321
689!1891 UK Census!I1776
690!1891 UK Census!I213
691!1891 UK Census!I347
692!1891 UK Census!I36
693!1891 UK Census!I79
694!1891 UK Census!I246
695!1891 UK Census!I462
696!1891 UK Census!I166
697!1891 UK Census!I30
698!1891 UK Census!I183
699!1891 UK Census!I1608
700!1891 UK Census!I1672
701!1891 UK Census!I463
702!1891 UK Census!I159
703!1891 UK Census!I371
704!1891 UK Census!I373
705!1891 UK Census!I353
706!1891 UK Census!I37
707!1891 UK Census!I109
708!1891 UK Census!I152
709!1891 UK Census!I358
710!1891 UK Census!I883
711!1891 UK Census!I343
712!1891 UK Census!I606
713!1891 UK Census!I348
714!1891 UK Census!I112
715!1891 UK Census!I105
716!1891 UK Census!I473
717!1900 US Census!I1338
718!1900 US Census!I1342
719!1900 US Census!I1341
720!1900 US Census!I1367
721!1900 US Census!I1366
722!1900 US Census!I1370
723!1901 Canadian Census!I1195
724!1901 Canadian Census!I1189
725!1901 Canadian Census!I1222
726!1901 Canadian Census!I1208
727!1901 Canadian Census!I1205
728!1901 Canadian Census!I1207
729!1901 Canadian Census!I1185
730!1901 Canadian Census!I1200
731!1901 Canadian Census!I1196
732!1901 Canadian Census!I1210
733!1901 Canadian Census!I1188
734!1901 Canadian Census!I1198
735!1901 Canadian Census!I1201
736!1901 Canadian Census!I1225
737!1901 Canadian Census!I1209
738!1901 Canadian Census!I1214
739!1901 Canadian Census!I1190
740!1901 Canadian Census!I1194
741!1901 Canadian Census!I1183
742!1901 Canadian Census!I1226
743!1901 Canadian Census!I1202
744!1901 Canadian Census!I1211
745!1901 Canadian Census!I1203
746!1901 UK Census!I1596
747!1901 UK Census!I1600
748!1901 UK Census!I1335
749!1901 UK Census!I1256
750!1901 UK Census!I356
751!1901 UK Census!I65
752!1901 UK Census!I1604
753!1901 UK Census!I1147
754!1901 UK Census!I1319
755!1901 UK Census!I1089
756!1901 UK Census!I50
757!1901 UK Census!I339
758!1901 UK Census!I878
759!1901 UK Census!I1385
760!1901 UK Census!I1660
761!1901 UK Census!I1593
762!1901 UK Census!I1610
763!1901 UK Census!I202
764!1901 UK Census!I333
765!1901 UK Census!I95
766!1901 UK Census!I12
767!1901 UK Census!I161
768!1901 UK Census!I67
769!1901 UK Census!I84
770!1901 UK Census!I327
771!1901 UK Census!I1253
772!1901 UK Census!I134
773!1901 UK Census!I341
774!1901 UK Census!I160
775!1901 UK Census!I1495
776!1901 UK Census!I340
777!1901 UK Census!I169
778!1901 UK Census!I76
779!1901 UK Census!I1674
780!1901 UK Census!I111
781!1901 UK Census!I1564
782!1901 UK Census!I422
783!1901 UK Census!I241
784!1901 UK Census!I1606
785!1901 UK Census!I425
786!1901 UK Census!I110
787!1901 UK Census!I140
788!1901 UK Census!I158
789!1901 UK Census!I56
790!1901 UK Census!I1597
791!1901 UK Census!I1605
792!1901 UK Census!I459
793!1901 UK Census!I1661
794!1901 UK Census!I18
795!1901 UK Census!I342
796!1901 UK Census!I796
797!1901 UK Census!I1598
798!1901 UK Census!I1599
799!1901 UK Census!I433
800!1901 UK Census!I72
801!1901 UK Census!I58
802!1901 UK Census!I744
803!1901 UK Census!I311
804!1901 UK Census!I745
805!1901 UK Census!I357
806!1901 UK Census!I331
807!1901 UK Census!I338
808!1901 UK Census!I1594
809!1901 UK Census!I443
810!1901 UK Census!I53
811!1901 UK Census!I135
812!1901 UK Census!I427
813!1901 UK Census!I426
814!1901 UK Census!I372
815!1901 UK Census!I1442
816!1901 UK Census!I41
817!1901 UK Census!I52
818!1901 UK Census!I355
819!1901 UK Census!I220
820!1901 UK Census!I329
821!1901 UK Census!I1143
822!1901 UK Census!I1565
823!1901 UK Census!I204
824!1901 UK Census!I7
825!1901 UK Census!I421
826!1901 UK Census!I445
827!1901 UK Census!I44
828!1901 UK Census!I113
829!1901 UK Census!I242
830!1901 UK Census!I143
831!1901 UK Census!I62
832!1901 UK Census!I11
833!1901 UK Census!I1499
834!1901 UK Census!I1320
835!1901 UK Census!I104
836!1901 UK Census!I123
837!1901 UK Census!I22
838!1901 UK Census!I1595
839!1901 UK Census!I1607
840!1901 UK Census!I133
841!1901 UK Census!I139
842!1901 UK Census!I31
843!1901 UK Census!I381
844!1901 UK Census!I74
845!1901 UK Census!I1609
846!1901 UK Census!I55
847!1901 UK Census!I354
848!1901 UK Census!I1084
849!1901 UK Census!I566
850!1901 UK Census!I1144
851!1901 UK Census!I115
852!1901 UK Census!I1141
853!1901 UK Census!I368
854!1901 UK Census!I1165
855!1901 UK Census!I520
856!1901 UK Census!I423
857!1901 UK Census!I1255
858!1901 UK Census!I5
859!1901 UK Census!I1601
860!1901 UK Census!I1500
861!1901 UK Census!I1348
862!1901 UK Census!I57
863!1901 UK Census!I337
864!1901 UK Census!I321
865!1901 UK Census!I213
866!1901 UK Census!I36
867!1901 UK Census!I79
868!1901 UK Census!I246
869!1901 UK Census!I1322
870!1901 UK Census!I1566
871!1901 UK Census!I462
872!1901 UK Census!I166
873!1901 UK Census!I30
874!1901 UK Census!I1603
875!1901 UK Census!I183
876!1901 UK Census!I1563
877!1901 UK Census!I1672
878!1901 UK Census!I463
879!1901 UK Census!I371
880!1901 UK Census!I373
881!1901 UK Census!I353
882!1901 UK Census!I86
883!1901 UK Census!I335
884!1901 UK Census!I37
885!1901 UK Census!I358
886!1901 UK Census!I883
887!1901 UK Census!I348
888!1901 UK Census!I746
889!1901 UK Census!I440
890!1901 UK Census!I112
891!1906 Canadian Census!I1231
892!1906 Canadian Census!I1196
893!1906 Canadian Census!I1234
894!1906 Canadian Census!I1232
895!1906 Canadian Census!I1233
896!1910 US Census!I1282
897!1910 US Census!I1338
898!1910 US Census!I1342
899!1910 US Census!I1434
900!1910 US Census!I1433
901!1910 US Census!I1341
902!1911 Canadian Census!I315
903!1911 Canadian Census!I1195
904!1911 Canadian Census!I1224
905!1911 Canadian Census!I1231
906!1911 Canadian Census!I1270
907!1911 Canadian Census!I1222
908!1911 Canadian Census!I1205
909!1911 Canadian Census!I160
910!1911 Canadian Census!I1212
911!1911 Canadian Census!I1220
912!1911 Canadian Census!I1219
913!1911 Canadian Census!I1185
914!1911 Canadian Census!I1200
915!1911 Canadian Census!I1215
916!1911 Canadian Census!I1196
917!1911 Canadian Census!I1221
918!1911 Canadian Census!I1198
919!1911 Canadian Census!I1201
920!1911 Canadian Census!I1229
921!1911 Canadian Census!I1234
922!1911 Canadian Census!I1266
923!1911 Canadian Census!I1225
924!1911 Canadian Census!I1271
925!1911 Canadian Census!I1216
926!1911 Canadian Census!I1214
927!1911 Canadian Census!I1233
928!1911 Canadian Census!I1226
929!1911 Canadian Census!I1202
930!1911 UK Census!I1596
931!1911 UK Census!I39
932!1911 UK Census!I1600
933!1911 UK Census!I1256
934!1911 UK Census!I1445
935!1911 UK Census!I1506
936!1911 UK Census!I1626
937!1911 UK Census!I1604
938!1911 UK Census!I1147
939!1911 UK Census!I1319
940!1911 UK Census!I1089
941!1911 UK Census!I50
942!1911 UK Census!I339
943!1911 UK Census!I878
944!1911 UK Census!I1385
945!1911 UK Census!I1593
946!1911 UK Census!I323
947!1911 UK Census!I1610
948!1911 UK Census!I202
949!1911 UK Census!I333
950!1911 UK Census!I38
951!1911 UK Census!I296
952!1911 UK Census!I20
953!1911 UK Census!I95
954!1911 UK Census!I1400
955!1911 UK Census!I12
956!1911 UK Census!I161
957!1911 UK Census!I313
958!1911 UK Census!I67
959!1911 UK Census!I327
960!1911 UK Census!I1253
961!1911 UK Census!I1403
962!1911 UK Census!I134
963!1911 UK Census!I1012
964!1911 UK Census!I300
965!1911 UK Census!I457
966!1911 UK Census!I1118
967!1911 UK Census!I1495
968!1911 UK Census!I340
969!1911 UK Census!I169
970!1911 UK Census!I76
971!1911 UK Census!I1674
972!1911 UK Census!I564
973!1911 UK Census!I155
974!1911 UK Census!I1564
975!1911 UK Census!I1331
976!1911 UK Census!I241
977!1911 UK Census!I295
978!1911 UK Census!I1389
979!1911 UK Census!I140
980!1911 UK Census!I299
981!1911 UK Census!I56
982!1911 UK Census!I1443
983!1911 UK Census!I1681
984!1911 UK Census!I459
985!1911 UK Census!I1353
986!1911 UK Census!I18
987!1911 UK Census!I342
988!1911 UK Census!I796
989!1911 UK Census!I1598
990!1911 UK Census!I1599
991!1911 UK Census!I1619
992!1911 UK Census!I433
993!1911 UK Census!I72
994!1911 UK Census!I280
995!1911 UK Census!I1618
996!1911 UK Census!I311
997!1911 UK Census!I106
998!1911 UK Census!I993
999!1911 UK Census!I1352
1000!1911 UK Census!I331
1001!1911 UK Census!I27
1002!1911 UK Census!I1700
1003!1911 UK Census!I443
1004!1911 UK Census!I374
1005!1911 UK Census!I135
1006!1911 UK Census!I427
1007!1911 UK Census!I426
1008!1911 UK Census!I1351
1009!1911 UK Census!I372
1010!1911 UK Census!I838
1011!1911 UK Census!I1442
1012!1911 UK Census!I41
1013!1911 UK Census!I362
1014!1911 UK Census!I52
1015!1911 UK Census!I355
1016!1911 UK Census!I454
1017!1911 UK Census!I329
1018!1911 UK Census!I1143
1019!1911 UK Census!I107
1020!1911 UK Census!I1565
1021!1911 UK Census!I325
1022!1911 UK Census!I314
1023!1911 UK Census!I204
1024!1911 UK Census!I7
1025!1911 UK Census!I19
1026!1911 UK Census!I297
1027!1911 UK Census!I421
1028!1911 UK Census!I1399
1029!1911 UK Census!I44
