entry!census!person
1030!1911 UK Census!I242
1031!1911 UK Census!I1401
1032!1911 UK Census!I1404
1033!1911 UK Census!I143
1034!1911 UK Census!I62
1035!1911 UK Census!I1387
1036!1911 UK Census!I1320
1037!1911 UK Census!I104
1038!1911 UK Census!I123
1039!1911 UK Census!I22
1040!1911 UK Census!I1595
1041!1911 UK Census!I133
1042!1911 UK Census!I139
1043!1911 UK Census!I31
1044!1911 UK Census!I74
1045!1911 UK Census!I54
1046!1911 UK Census!I318
1047!1911 UK Census!I1346
1048!1911 UK Census!I42
1049!1911 UK Census!I1609
1050!1911 UK Census!I1345
1051!1911 UK Census!I55
1052!1911 UK Census!I1084
1053!1911 UK Census!I566
1054!1911 UK Census!I1388
1055!1911 UK Census!I1144
1056!1911 UK Census!I115
1057!1911 UK Census!I1141
1058!1911 UK Census!I1165
1059!1911 UK Census!I423
1060!1911 UK Census!I5
1061!1911 UK Census!I1601
1062!1911 UK Census!I1500
1063!1911 UK Census!I57
1064!1911 UK Census!I337
1065!1911 UK Census!I321
1066!1911 UK Census!I213
1067!1911 UK Census!I36
1068!1911 UK Census!I79
1069!1911 UK Census!I246
1070!1911 UK Census!I1005
1071!1911 UK Census!I462
1072!1911 UK Census!I30
1073!1911 UK Census!I1603
1074!1911 UK Census!I183
1075!1911 UK Census!I1563
1076!1911 UK Census!I1672
1077!1911 UK Census!I463
1078!1911 UK Census!I371
1079!1911 UK Census!I353
1080!1911 UK Census!I86
1081!1911 UK Census!I335
1082!1911 UK Census!I37
1083!1911 UK Census!I358
1084!1911 UK Census!I883
1085!1911 UK Census!I1446
1086!1911 UK Census!I301
1087!1911 UK Census!I343
1088!1911 UK Census!I287
1089!1911 UK Census!I1085
1090!1916 Canadian Census!I1210
1091!1916 Canadian Census!I1266
1092!1916 Canadian Census!I1267
1093!1920 US Census!I1282
1094!1920 US Census!I1338
1095!1920 US Census!I1342
1096!1920 US Census!I1343
1097!1920 US Census!I1339
1098!1920 US Census!I1434
1099!1920 US Census!I1433
1100!1921 Canadian Census!I315
1101!1921 Canadian Census!I1195
1102!1921 Canadian Census!I1224
1103!1921 Canadian Census!I1231
1104!1921 Canadian Census!I1222
1105!1921 Canadian Census!I1205
1106!1921 Canadian Census!I160
1107!1921 Canadian Census!I1220
1108!1921 Canadian Census!I1185
1109!1921 Canadian Census!I1215
1110!1921 Canadian Census!I1196
1111!1921 Canadian Census!I1218
1112!1921 Canadian Census!I1221
1113!1921 Canadian Census!I1228
1114!1921 Canadian Census!I1201
1115!1921 Canadian Census!I1234
1116!1921 Canadian Census!I1225
1117!1921 Canadian Census!I1216
1118!1921 Canadian Census!I1240
1119!1921 Canadian Census!I1238
1120!1921 Canadian Census!I1239
1121!1921 Canadian Census!I1262
1122!1921 Canadian Census!I1242
1123!1921 Canadian Census!I1261
1124!1930 US Census!I1282
1125!1930 US Census!I1339
1126!1930 US Census!I1366
1127!1940 US Census!I1282
1128!1940 US Census!I1338
1129!1940 US Census!I1343
1130!1940 US Census!I1475
1131!1940 US Census!I1339
1132!1940 US Census!I1341
1133!1940 US Census!I1323
1134!1940 US Census!I1300
